2.676  , 2.274
1.128  , 2.386
0.9853  , 1.928
2.016  , 2.744
2.27  , 2.968
0.9235  , 2.657
3.644  , 2.353
1.685  , 2.861
1.742  , 2.778
1.556  , 1.938
0.722  , 1.175
0.6208  , 1.288
0.6896  , 0.9333
0.7331  , 0.9172
0.6729  , 0.9124
0.705  , 0.9111
1.196  , 0.91
0.9475  , 0.9084
0.7745  , 0.9067
0.6369  , 0.9045
0.7585  , 0.9013
0.7537  , 0.8983
0.6251  , 0.894
0.6065  , 0.8884
0.751  , 0.8825
0.9904  , 0.8755
0.6485  , 0.8859
0.7969  , 0.8458
0.5632  , 0.8394
0.7368  , 0.8324
0.7969  , 0.8367
0.8239  , 0.8309
0.5856  , 0.8239
0.5548  , 0.8153
1.341  , 0.807
0.5857  , 0.8116
0.6847  , 0.8797
0.6572  , 0.8712
0.8541  , 0.9079
0.666  , 0.9078
0.9405  , 0.9074
0.7434  , 0.9065
0.8739  , 0.9059
0.6995  , 0.9054
0.7094  , 0.9048
0.8494  , 0.9048
0.7293  , 0.904
0.7073  , 0.9033
0.7278  , 0.9025
0.8026  , 0.9015
0.8494  , 0.9006
0.9323  , 0.8994
0.6265  , 0.8981
0.6797  , 0.8967
0.7217  , 0.8945
0.6119  , 0.8919
0.758  , 0.8896
0.6981  , 0.8866
1.039  , 0.8825
0.8766  , 0.8788
0.6833  , 0.8751
1.061  , 0.8715
0.9748  , 0.8668
0.7048  , 0.8625
0.6424  , 0.8577
0.6517  , 0.8535
0.681  , 0.8492
0.5956  , 0.846
0.7833  , 0.8429
0.8544  , 0.8381
0.6003  , 0.8331
0.6162  , 0.8283
0.8718  , 0.8227
0.879  , 0.8217
0.7385  , 0.8186
1.006  , 0.8111
0.5737  , 0.807
0.6101  , 0.7951
0.7069  , 0.7972
0.574  , 0.7843
0.8519  , 0.7772
0.6524  , 0.9039
0.6371  , 0.9067
0.5998  , 0.9043
0.643  , 0.9017
1.571  , 0.8992
0.7098  , 0.8961
0.8081  , 0.8935
0.7632  , 0.8908
0.6485  , 0.8873
0.8209  , 0.8847
0.8193  , 0.8847
0.9151  , 0.8824
0.6836  , 0.8803
0.8657  , 0.8779
0.7722  , 0.8755
0.6746  , 0.872
0.6163  , 0.8687
0.7186  , 0.8655
0.7338  , 0.8619
0.6436  , 0.8589
0.7525  , 0.8547
0.6157  , 0.8477
0.6252  , 0.8351
0.6541  , 0.8058
0.5816  , 0.7244
0.6836  , 0.9322
0.8331  , 0.9331
0.6837  , 0.9284
0.8746  , 0.922
1.558  , 0.912
0.8734  , 0.896
0.9736  , 0.8711
2.336  , 0.8373
0.5863  , 0.8104
0.5644  , 0.8029
0.9331  , 0.7946
0.7497  , 0.7864
0.613  , 0.7776
0.5748  , 0.7692
0.5841  , 0.7597
0.5729  , 0.7442
1.42  , 0.7263
0.6394  , 0.73
0.5346  , 0.7212
0.9835  , 0.7197
0.5455  , 0.7195
0.7756  , 0.7225
0.6025  , 0.7224
0.8284  , 0.7176
0.5872  , 0.7118
0.582  , 0.7148
0.5897  , 0.7604
1.223  , 0.7387
0.7509  , 0.7153
0.5522  , 0.7785
0.7705  , 0.7377
0.6737  , 0.7377
0.5694  , 0.7129
0.5362  , 0.7111
0.9907  , 0.7114
0.5656  , 0.7185
0.7251  , 0.7174
0.6309  , 0.7117
0.6447  , 0.7067
0.5453  , 0.7098
0.5727  , 0.7422
0.6203  , 0.7174
0.6056  , 0.7161
0.7072  , 0.7148
0.8394  , 0.7099
0.5762  , 0.7091
0.6123  , 0.7111
0.5719  , 0.7114
0.5266  , 0.7079
0.7863  , 0.7513
0.5407  , 0.7234
0.6893  , 0.7175
0.5774  , 0.7559
0.5525  , 0.8056
0.6747  , 0.7703
0.7578  , 0.7435
1.076  , 0.7193
0.7801  , 0.7154
0.5218  , 0.7029
0.7995  , 0.7952
0.6708  , 0.7497
0.5852  , 0.719
0.5679  , 0.7045
0.5351  , 0.7037
0.5408  , 0.7097
0.6942  , 0.6999
0.9411  , 0.6981
0.5593  , 0.7198
0.5249  , 0.7032
0.5612  , 0.6961
0.5191  , 0.7009
0.9447  , 0.6923
0.6326  , 0.7125
0.7959  , 0.9349
0.7884  , 0.9345
0.7068  , 0.9331
0.8662  , 0.9318
0.8538  , 0.9318
0.7262  , 0.9302
0.6879  , 0.9285
0.6928  , 0.9269
0.7018  , 0.925
0.9108  , 0.9229
0.7183  , 0.9205
0.7278  , 0.9176
0.6943  , 0.9142
0.7109  , 0.9126
0.7005  , 0.9091
0.6712  , 0.9035
0.6894  , 0.8987
0.7699  , 0.8948
0.7486  , 0.8913
0.7266  , 0.8857
0.6752  , 0.8771
0.6196  , 0.8724
0.6754  , 0.8678
0.8425  , 0.8627
0.9416  , 0.8579
0.7589  , 0.8497
0.7904  , 0.8379
0.6343  , 0.8247
1.797  , 0.8117
0.7749  , 0.7739
0.5757  , 0.7639
0.6089  , 0.7591
0.5714  , 0.755
1.179  , 0.7541
0.9384  , 0.7698
0.5906  , 0.7549
0.9346  , 0.8265
1.063  , 0.8325
0.6668  , 0.8204
0.5458  , 0.7993
0.6114  , 0.7777
0.5478  , 0.7561
0.853  , 0.8827
0.6004  , 0.8967
0.8175  , 0.887
2.006  , 0.8815
1.245  , 0.8786
0.7534  , 0.8767
0.7846  , 0.8746
0.6688  , 0.8736
0.8134  , 0.8736
0.6373  , 0.8711
0.9076  , 0.8692
1.163  , 0.8653
0.6925  , 0.8614
0.8342  , 0.8574
2.341  , 0.8524
1.167  , 0.8487
0.6363  , 0.8429
0.7458  , 0.8357
0.5804  , 0.8283
0.6063  , 0.8213
0.5996  , 0.8119
0.6089  , 0.802
1.223  , 0.7943
0.6353  , 0.7735
0.5257  , 0.7539
0.6051  , 0.7498
0.5177  , 0.7479
0.5445  , 0.7498
0.5724  , 0.7655
0.5717  , 0.7473
1.062  , 0.7501
0.5491  , 0.747
0.5644  , 0.7468
0.7684  , 0.7438
0.6019  , 0.7961
0.6394  , 0.8193
0.7945  , 0.8105
0.6321  , 0.8017
0.6006  , 0.7908
0.7542  , 0.7795
0.5594  , 0.7658
0.5525  , 0.7437
0.9501  , 0.7406
0.575  , 0.7599
0.6229  , 0.7464
0.9146  , 0.7328
0.8147  , 1.202
1.006  , 1.041
0.7203  , 1.018
0.703  , 0.9915
0.6491  , 0.9515
0.7394  , 0.7006
0.6197  , 0.7862
0.9175  , 1.086
1.006  , 1.086
0.8155  , 1.091
0.9141  , 1.072
0.7619  , 1.052
0.7411  , 1.034
0.7125  , 1.02
1.016  , 1.001
0.756  , 0.9803
0.6826  , 0.9539
0.6239  , 0.9326
0.7049  , 0.9201
0.6524  , 0.9068
0.7465  , 0.8906
0.7191  , 0.8765
0.7609  , 0.8589
0.6925  , 0.8339
0.5537  , 0.7373
1.347  , 1.08
1.2  , 1.196
0.75  , 1.147
0.844  , 1.135
0.7862  , 1.125
0.9019  , 1.116
1.915  , 1.109
2.525  , 1.104
0.9998  , 1.099
0.7596  , 1.094
0.7098  , 1.088
0.9126  , 1.079
0.761  , 1.012
1.763  , 2.615
0.8556  , 1.296
0.8601  , 1.188
2.924  , 1.168
0.8052  , 1.15
0.8239  , 1.144
1.018  , 1.14
0.8416  , 1.134
2.716  , 1.131
0.8516  , 1.125
0.7456  , 1.121
0.9897  , 1.118
0.8477  , 1.112
1.16  , 1.108
1.223  , 1.103
0.8141  , 1.098
1.013  , 1.098
0.949  , 1.093
0.83  , 1.086
0.922  , 1.079
0.8531  , 1.069
0.7424  , 1.057
0.7736  , 1.037
0.9195  , 1.006
0.5963  , 0.9659
0.6764  , 0.8298
0.7655  , 0.9746
0.7107  , 0.8936
0.6828  , 0.8803
0.9114  , 0.8748
0.7359  , 0.8722
0.6739  , 0.8708
0.7872  , 0.8698
0.5682  , 0.8683
0.8257  , 0.8669
0.7542  , 0.8651
0.6409  , 0.8631
0.5786  , 0.8618
0.6077  , 0.8599
0.6593  , 0.8589
0.7866  , 0.8552
0.6163  , 0.8532
0.5654  , 0.8512
0.5788  , 0.8498
0.6307  , 0.8476
1.003  , 0.845
0.7444  , 0.8437
0.8143  , 0.8404
0.588  , 0.8354
0.6029  , 0.8331
0.5519  , 0.8308
0.5715  , 0.8278
0.5626  , 0.825
0.5989  , 0.8235
1.151  , 0.8226
0.583  , 0.8192
0.5855  , 0.8163
1.624  , 0.8141
0.5993  , 0.8173
0.5073  , 0.8127
0.5812  , 0.8106
0.5829  , 0.8086
0.7522  , 0.8086
0.6645  , 0.8066
0.5775  , 0.8049
0.5998  , 0.806
0.579  , 0.8005
0.4888  , 0.7999
0.5788  , 0.7961
0.5575  , 0.7988
0.7616  , 0.7944
0.8018  , 0.7915
3.541  , 0.793
0.5612  , 0.7885
0.6302  , 0.7885
0.7598  , 0.7888
1.366  , 0.9726
0.7368  , 1.023
0.9559  , 1.023
0.7713  , 1.02
0.7202  , 1.016
0.7729  , 1.013
1.146  , 1.008
0.8061  , 1.002
0.7734  , 0.9974
0.8707  , 0.9932
0.7245  , 0.9891
0.8746  , 0.9838
0.7294  , 0.9782
0.6912  , 0.9714
0.7765  , 0.9649
0.6964  , 0.9578
0.8632  , 0.9517
0.667  , 0.9467
0.8318  , 0.9412
0.7295  , 0.9356
0.6369  , 0.9301
0.788  , 0.9242
1.326  , 0.9167
0.757  , 0.9096
1.059  , 0.9008
0.7225  , 0.8887
0.8004  , 0.8794
0.7458  , 0.8701
0.6234  , 0.865
0.5549  , 0.8636
0.6656  , 0.8607
0.6326  , 0.8578
0.7822  , 0.8578
0.6923  , 0.8591
0.6106  , 0.8529
0.806  , 0.8434
0.7206  , 0.8383
0.6228  , 0.8373
0.5892  , 0.8322
0.5752  , 0.8311
0.5654  , 0.8229
0.6475  , 0.8215
0.9526  , 0.8145
0.5373  , 0.8102
1.329  , 0.8069
0.6437  , 0.803
0.9708  , 0.8037
0.78  , 0.8009
0.547  , 0.7916
0.7852  , 0.789
0.5843  , 0.7903
2.237  , 0.7914
0.6276  , 0.7881
0.8522  , 0.7848
0.5658  , 0.7826
0.5999  , 0.782
0.6485  , 0.7809
0.5802  , 0.7793
0.5454  , 0.7783
0.5811  , 0.7828
0.5652  , 0.7832
1.988  , 0.7758
0.5948  , 0.7734
0.6117  , 0.7974
0.6983  , 0.7832
0.6221  , 0.779
0.6004  , 0.7735
0.5998  , 0.772
0.89  , 0.7708
2.372  , 0.7716
0.5388  , 0.7697
0.523  , 0.7704
0.5339  , 0.7806
0.5542  , 0.7828
1.02  , 0.7771
0.7144  , 0.7848
0.7329  , 0.7877
0.5461  , 0.7711
0.7146  , 0.7711
